
epoch 65| train:176.84367781877518 | val:68.84059256315231 | top1:0.6685387867112313 | top5:0.9516009025035366
epoch 66| train:174.61699318885803 | val:68.57595962285995 | top1:0.6753072200282928 | top5:0.9493207566199764
epoch 67| train:175.26383543014526 | val:68.0841646194458 | top1:0.6776113673563926 | top5:0.9523689516129032
epoch 68| train:174.50767266750336 | val:68.49359476566315 | top1:0.6778273813186153 | top5:0.9505928379874076
epoch 69| train:174.27617812156677 | val:67.98222035169601 | top1:0.6745751730857357 | top5:0.9515889017812668
epoch 70| train:172.12420296669006 | val:67.96795934438705 | top1:0.6720070089063337 | top5:0.9528609831486979
epoch 71| train:174.45894491672516 | val:67.44180256128311 | top1:0.6748391899370378 | top5:0.953125
epoch 72| train:172.88258653879166 | val:67.33290648460388 | top1:0.6733270931628442 | top5:0.9521049347616011
epoch 73| train:171.90138638019562 | val:67.40216529369354 | top1:0.6796154956663808 | top5:0.9518529186325688
epoch 74| train:172.1725789308548 | val:67.25147825479507 | top1:0.6752952193060229 | top5:0.9501008064516129
epoch 75| train:173.07822239398956 | val:67.26494401693344 | top1:0.6771073350983281 | top5:0.9498487903225806
epoch 76| train:171.16300946474075 | val:67.27138757705688 | top1:0.6801195279244454 | top5:0.9533770161290323
epoch 77| train:171.03107899427414 | val:66.71459877490997 | top1:0.680335541886668 | top5:0.9538690476648269
epoch 78| train:172.94188106060028 | val:66.89150106906891 | top1:0.6765552999511841 | top5:0.9520929340393313
epoch 79| train:171.83159965276718 | val:66.56535750627518 | top1:0.68061155946024 | top5:0.9536170315357947
epoch 80| train:169.83749014139175 | val:66.27030688524246 | top1:0.6733270931628442 | top5:0.9546250960519237
epoch 81| train:171.34043186903 | val:66.9612193107605 | top1:0.6825916863256886 | top5:0.951564900336727
epoch 82| train:170.96466374397278 | val:65.66950297355652 | top1:0.6771313365428678 | top5:0.9538810483870968
epoch 83| train:168.79008156061172 | val:66.06753093004227 | top1:0.6831437214728324 | top5:0.9536050308135248
epoch 84| train:169.91718417406082 | val:66.53622263669968 | top1:0.6778273813186153 | top5:0.9536170315357947
epoch 85| train:169.91878712177277 | val:65.64624869823456 | top1:0.6828677038992604 | top5:0.9510968702454721
epoch 86| train:169.31555545330048 | val:65.60326707363129 | top1:0.680887577033812 | top5:0.9531129992777302
epoch 87| train:168.78934508562088 | val:65.26007574796677 | top1:0.6816436254209087 | top5:0.9526089670196656
epoch 88| train:169.161456823349 | val:65.75734657049179 | top1:0.6831317207505626 | top5:0.9531129992777302
epoch 89| train:168.5901227593422 | val:65.56382036209106 | top1:0.6765552999511841 | top5:0.9533650154067624
epoch 90| train:166.9442955851555 | val:65.42155760526657 | top1:0.6823756723634659 | top5:0.9563892089551495
epoch 91| train:167.279971241951 | val:65.2145363688469 | top1:0.6841157838221519 | top5:0.9520929340393313
epoch 92| train:168.90087628364563 | val:65.3205726146698 | top1:0.6828797046215304 | top5:0.9546370967741935
epoch 93| train:168.4861032962799 | val:65.15047001838684 | top1:0.6866479458347443 | top5:0.9536170315357947
epoch 94| train:166.1335136294365 | val:64.68261736631393 | top1:0.6869239634083163 | top5:0.9558971774193549
epoch 95| train:166.49783551692963 | val:64.38698732852936 | top1:0.6844158028402636 | top5:0.9541090630715893
epoch 96| train:166.76168602705002 | val:64.61852979660034 | top1:0.6826276884924981 | top5:0.9518529186325688
epoch 97| train:167.53997284173965 | val:64.4112383723259 | top1:0.6841637867112313 | top5:0.9548891129032258
epoch 98| train:166.16807913780212 | val:64.53013348579407 | top1:0.686407930427982 | top5:0.952848982426428
epoch 99| train:164.5041396021843 | val:64.62105876207352 | top1:0.6808755763115422 | top5:0.954877112180956
epoch 100| train:165.90287524461746 | val:64.25849241018295 | top1:0.6869119626860465 | top5:0.9525969662973958
epoch 101| train:166.0986659526825 | val:63.7638213634491 | top1:0.6920002881557711 | top5:0.955885176697085
epoch 102| train:166.95187216997147 | val:64.17791163921356 | top1:0.686671947279284 | top5:0.9543610792006215
epoch 103| train:166.81191164255142 | val:63.680649518966675 | top1:0.6844038021179938 | top5:0.9561371928261172
epoch 104| train:165.80961728096008 | val:63.71436494588852 | top1:0.6884480609047797 | top5:0.9553811444390204
epoch 105| train:165.57186883687973 | val:64.07437753677368 | top1:0.6899481569567034 | top5:0.9546130953296539
epoch 106| train:166.1022579073906 | val:63.19123566150665 | top1:0.695036482426428 | top5:0.952116935483871
epoch 107| train:163.59470164775848 | val:63.544712603092194 | top1:0.6927323350983281 | top5:0.9526089670196656
epoch 108| train:163.8076267838478 | val:63.355897307395935 | top1:0.6863959297057121 | top5:0.9581653225806451
epoch 109| train:165.86934584379196 | val:63.28759479522705 | top1:0.6907042053438002 | top5:0.9531129992777302
epoch 110| train:164.53673708438873 | val:63.52992308139801 | top1:0.6899361562344336 | top5:0.9536290322580645
epoch 111| train:165.48165088891983 | val:63.368497133255005 | top1:0.6879080264799057 | top5:0.9568932412132141
epoch 112| train:164.31455206871033 | val:63.69237506389618 | top1:0.6823276689937038 | top5:0.9538810483870968
epoch 113| train:164.95730447769165 | val:63.13756185770035 | top1:0.6889160909960347 | top5:0.953857046942557
epoch 114| train:163.32657819986343 | val:62.84066063165665 | top1:0.69623655946024 | top5:0.9579013057293431
epoch 115| train:163.67894077301025 | val:62.83672523498535 | top1:0.6912322390464044 | top5:0.9564012096774194
epoch 116| train:163.29838013648987 | val:62.35964101552963 | top1:0.6919762867112313 | top5:0.9566412250841817
epoch 117| train:163.11420845985413 | val:62.61536490917206 | top1:0.6927563365428678 | top5:0.9561491935483871
epoch 118| train:162.23013865947723 | val:62.635737240314484 | top1:0.6902121738080056 | top5:0.9536290322580645
epoch 119| train:162.7394019961357 | val:62.16254997253418 | top1:0.6950004802596185 | top5:0.955885176697085
epoch 120| train:163.91381698846817 | val:62.944141268730164 | top1:0.6937163981699175 | top5:0.9573852727490086
epoch 121| train:163.41857624053955 | val:63.066262900829315 | top1:0.6886280722195103 | top5:0.9564012096774194
epoch 122| train:161.7636342048645 | val:62.385342717170715 | top1:0.6891921085696067 | top5:0.9576612903225806
epoch 123| train:161.40135264396667 | val:62.89278382062912 | top1:0.6959845433312077 | top5:0.9584053379874076
epoch 124| train:163.60929691791534 | val:62.65823948383331 | top1:0.6926723314869788 | top5:0.9556331605680527
epoch 125| train:164.13145345449448 | val:62.46527433395386 | top1:0.6876200077033812 | top5:0.9548531107364162
epoch 126| train:161.73509389162064 | val:61.99215871095657 | top1:0.6975566437167506 | top5:0.9566532258064516
epoch 127| train:161.93145447969437 | val:62.41474902629852 | top1:0.693476382763155 | top5:0.9561491935483871
epoch 128| train:162.4049347639084 | val:61.9138879776001 | top1:0.6944724465570142 | top5:0.9556331605680527
epoch 129| train:161.03745818138123 | val:61.7421760559082 | top1:0.6917122698599293 | top5:0.9574092741935484
epoch 130| train:159.9854137301445 | val:62.2722310423851 | top1:0.6944364443902047 | top5:0.9586693548387096
epoch 131| train:161.52277129888535 | val:61.96878582239151 | top1:0.6959365399614457 | top5:0.9545650924405744
epoch 132| train:159.58116084337234 | val:61.55494010448456 | top1:0.7003168204138356 | top5:0.9571572580645161
epoch 133| train:161.4273246526718 | val:61.835686445236206 | top1:0.6939924157434895 | top5:0.9591613863745043
epoch 134| train:161.2829584479332 | val:61.903762221336365 | top1:0.691460253730897 | top5:0.9553811444390204
epoch 135| train:159.32651180028915 | val:61.87057811021805 | top1:0.6914362522863573 | top5:0.9563892089551495
epoch 136| train:159.72341561317444 | val:61.44518154859543 | top1:0.6977606569567034 | top5:0.954877112180956
epoch 137| train:159.32094305753708 | val:61.83097440004349 | top1:0.6952164942218412 | top5:0.9551291283099882
epoch 138| train:159.26543581485748 | val:61.407990515232086 | top1:0.6985407067883399 | top5:0.9589213709677419
epoch 139| train:160.75661104917526 | val:60.9560604095459 | top1:0.6987687214728324 | top5:0.9581533218583753
epoch 140| train:160.81819397211075 | val:62.0213822722435 | top1:0.6911602347127853 | top5:0.9561371928261172
epoch 141| train:160.65405160188675 | val:60.82343429327011 | top1:0.7013368856522345 | top5:0.959929435483871
epoch 142| train:158.55401003360748 | val:61.430569529533386 | top1:0.6982646892147679 | top5:0.9596774193548387
epoch 143| train:160.08950316905975 | val:60.936831176280975 | top1:0.6906922046215304 | top5:0.9576492896003108
epoch 144| train:160.53448086977005 | val:61.51056128740311 | top1:0.6999687980259618 | top5:0.9586693548387096
epoch 145| train:158.64907735586166 | val:60.884309351444244 | top1:0.6972686254209087 | top5:0.9586573541164398
epoch 146| train:160.93706852197647 | val:60.99580442905426 | top1:0.696512577033812 | top5:0.9586693548387096
epoch 147| train:159.42456763982773 | val:61.070025622844696 | top1:0.701564900336727 | top5:0.9581533218583753
epoch 148| train:159.14033317565918 | val:61.3036470413208 | top1:0.7023209487238238 | top5:0.9566172236396421
epoch 149| train:158.42219471931458 | val:61.003041446208954 | top1:0.6987567207505626 | top5:0.9563892089551495
epoch 150| train:158.6676355600357 | val:60.85389482975006 | top1:0.6997407838221519 | top5:0.9571452573422463
epoch 151| train:159.60839122533798 | val:61.099124014377594 | top1:0.6955165132399528 | top5:0.9589093702454721
epoch 152| train:158.9417426586151 | val:61.002044677734375 | top1:0.6977246547898939 | top5:0.9551171275877184
epoch 153| train:158.5638366341591 | val:60.854980409145355 | top1:0.6974966401054014 | top5:0.9584053379874076
epoch 154| train:159.24442785978317 | val:60.90972363948822 | top1:0.6972566246986389 | top5:0.9601694508906333
epoch 155| train:159.71149963140488 | val:60.88658028841019 | top1:0.6949404766482692 | top5:0.9586573541164398
epoch 156| train:159.59858739376068 | val:60.567117512226105 | top1:0.7015769010589968 | top5:0.959929435483871
epoch 157| train:157.64663916826248 | val:60.578317284584045 | top1:0.7010488673563926 | top5:0.9556211598457829
epoch 158| train:158.15198546648026 | val:59.99645084142685 | top1:0.700556835820598 | top5:0.9596774193548387
epoch 159| train:158.4622614979744 | val:60.260362446308136 | top1:0.7028129802596185 | top5:0.9589093702454721
epoch 160| train:158.07848143577576 | val:60.560937345027924 | top1:0.6965005763115422 | top5:0.9579013057293431
epoch 161| train:158.7761789560318 | val:60.00420904159546 | top1:0.7068332376018647 | top5:0.9584173387096774
epoch 162| train:157.87949174642563 | val:59.94007182121277 | top1:0.7050571239763691 | top5:0.9609375
epoch 163| train:158.87293189764023 | val:60.392563819885254 | top1:0.6977246547898939 | top5:0.9586573541164398
epoch 164| train:158.1455574631691 | val:60.57293403148651 | top1:0.6984807031769906 | top5:0.9596654186325688
epoch 165| train:157.54327934980392 | val:60.838236570358276 | top1:0.7015048967253777 | top5:0.9566412250841817
epoch 166| train:157.09718710184097 | val:60.24000722169876 | top1:0.7013008834854249 | top5:0.9589093702454721
epoch 167| train:158.60893833637238 | val:60.78066074848175 | top1:0.6985167053438002 | top5:0.9581653225806451
epoch 168| train:156.8362673521042 | val:60.20948487520218 | top1:0.703040994944111 | top5:0.9563892089551495
epoch 169| train:158.6423751115799 | val:60.45191490650177 | top1:0.6980006723634659 | top5:0.9553811444390204
epoch 170| train:158.44581001996994 | val:60.002419888973236 | top1:0.7015408988921873 | top5:0.9594134025035366
epoch 171| train:157.67737817764282 | val:59.7206095457077 | top1:0.7050931261431787 | top5:0.9604334677419355
epoch 172| train:156.4421505331993 | val:59.82184964418411 | top1:0.6997647852666916 | top5:0.9596654186325688
epoch 173| train:156.59012615680695 | val:59.85228145122528 | top1:0.7020209297057121 | top5:0.9589213709677419
epoch 174| train:156.76083093881607 | val:60.24456125497818 | top1:0.701564900336727 | top5:0.9566412250841817
epoch 175| train:158.5231333374977 | val:59.94538289308548 | top1:0.705333141549941 | top5:0.9599054340393313
epoch 176| train:156.5214011669159 | val:60.049500465393066 | top1:0.7005088329315186 | top5:0.9583813365428678
epoch 177| train:156.64670646190643 | val:59.49852782487869 | top1:0.7028129802596185 | top5:0.9591733870967742
epoch 178| train:156.23348706960678 | val:60.10276746749878 | top1:0.7015528996144572 | top5:0.9571452573422463
epoch 179| train:157.37318789958954 | val:59.60890054702759 | top1:0.7058131723634659 | top5:0.9601694508906333
epoch 180| train:155.87234419584274 | val:59.142316937446594 | top1:0.7091373849299646 | top5:0.9581533218583753
epoch 181| train:158.2772787809372 | val:59.984563291072845 | top1:0.6994647657678973 | top5:0.9624375960519237
epoch 182| train:156.10769432783127 | val:59.522007167339325 | top1:0.7040850616270496 | top5:0.9616935483870968
epoch 183| train:155.5983207821846 | val:59.73711425065994 | top1:0.7050451232540992 | top5:0.9588973695232023
epoch 184| train:156.57140576839447 | val:59.71049463748932 | top1:0.7019969282611724 | top5:0.9596774193548387
epoch 185| train:156.22210103273392 | val:59.84262979030609 | top1:0.6990207376018647 | top5:0.9576492896003108
epoch 186| train:156.45301938056946 | val:59.904869079589844 | top1:0.703317012517683 | top5:0.9574092741935484
epoch 187| train:154.7936025261879 | val:59.72580111026764 | top1:0.7060651884924981 | top5:0.9591613863745043
epoch 188| train:155.76510906219482 | val:60.037239491939545 | top1:0.6941964289834422 | top5:0.959653417910299
epoch 189| train:156.5513198375702 | val:59.08820629119873 | top1:0.7038330454980174 | top5:0.9583933372651378
epoch 190| train:154.73796129226685 | val:58.95700967311859 | top1:0.7050691246986389 | top5:0.9611775154067624
epoch 191| train:153.08637255430222 | val:59.03018373250961 | top1:0.7030649963886507 | top5:0.9589093702454721
epoch 192| train:155.94984179735184 | val:59.065984427928925 | top1:0.7050811254209087 | top5:0.9584173387096774
epoch 193| train:155.30210024118423 | val:59.12846499681473 | top1:0.7017929150212195 | top5:0.9604214670196656
epoch 194| train:155.27348226308823 | val:58.91161358356476 | top1:0.6999927999511841 | top5:0.9609375
epoch 195| train:153.5187148451805 | val:59.76980459690094 | top1:0.7014808948001554 | top5:0.95864535339417
epoch 196| train:155.13942992687225 | val:58.62618660926819 | top1:0.710109447279284 | top5:0.9601694508906333
epoch 197| train:153.6700889468193 | val:59.10136300325394 | top1:0.7055851576789733 | top5:0.9606854838709677
epoch 198| train:155.55068677663803 | val:58.81345897912979 | top1:0.7103734641305862 | top5:0.9604214670196656
epoch 199| train:153.83109951019287 | val:59.19571828842163 | top1:0.7090893820408852 | top5:0.9601574501683635
epoch 200| train:152.52591687440872 | val:59.272036254405975 | top1:0.7088493666341228 | top5:0.9594254032258065
epoch 201| train:153.66688525676727 | val:59.03673976659775 | top1:0.704601094607384 | top5:0.9594014017812668
epoch 202| train:154.24700897932053 | val:58.666116774082184 | top1:0.7116335447757475 | top5:0.9606854838709677
epoch 203| train:155.29865211248398 | val:59.2712858915329 | top1:0.70175691285441 | top5:0.9563772082328796
epoch 204| train:155.103910446167 | val:59.524061143398285 | top1:0.704001056090478 | top5:0.960661482426428
epoch 205| train:155.63831913471222 | val:59.45086109638214 | top1:0.7015528996144572 | top5:0.9583933372651378
epoch 206| train:156.1366206407547 | val:58.36537557840347 | top1:0.7061251921038474 | top5:0.9594254032258065
epoch 207| train:154.03330832719803 | val:59.11973971128464 | top1:0.7017689135766798 | top5:0.9571092551754367
epoch 208| train:154.3367303609848 | val:58.738229274749756 | top1:0.7055371547898939 | top5:0.95864535339417
epoch 209| train:154.55278146266937 | val:58.837814033031464 | top1:0.7055491555121637 | top5:0.9588973695232023
epoch 210| train:154.9925057888031 | val:59.34065270423889 | top1:0.7045410909960347 | top5:0.9561371928261172
epoch 211| train:153.93868744373322 | val:58.88543874025345 | top1:0.7060651884924981 | top5:0.9589213709677419
epoch 212| train:152.39644539356232 | val:58.74127769470215 | top1:0.7106134795373485 | top5:0.9609375
epoch 213| train:153.70432859659195 | val:58.61175799369812 | top1:0.7091133834854249 | top5:0.9594134025035366
epoch 214| train:154.0657783150673 | val:58.878011882305145 | top1:0.7052971393831314 | top5:0.9596414171880291
epoch 215| train:153.62676239013672 | val:59.26286816596985 | top1:0.7060291863256886 | top5:0.9614295315357947
epoch 216| train:151.79262882471085 | val:59.02218669652939 | top1:0.7098094282611724 | top5:0.9593894010589968
epoch 217| train:153.4785616993904 | val:58.52285939455032 | top1:0.7070612522863573 | top5:0.9621975806451613
epoch 218| train:153.85111010074615 | val:58.10060012340546 | top1:0.7060411870479584 | top5:0.9601814516129032
epoch 219| train:153.14949929714203 | val:58.828577399253845 | top1:0.7081053189692958 | top5:0.9579013057293431
epoch 220| train:153.33154278993607 | val:58.57806700468063 | top1:0.7063412060660701 | top5:0.9634576612903226
epoch 221| train:153.50875675678253 | val:58.06444579362869 | top1:0.7085973505050905 | top5:0.9601694508906333
epoch 222| train:152.53765732049942 | val:58.61929094791412 | top1:0.7062932031769906 | top5:0.9609254992777302
epoch 223| train:152.60184329748154 | val:58.497248470783234 | top1:0.70404905946024 | top5:0.9611895161290323
epoch 224| train:153.34913897514343 | val:58.384308218955994 | top1:0.7068572390464044 | top5:0.9596654186325688
epoch 225| train:152.07671934366226 | val:58.92819273471832 | top1:0.7045770931628442 | top5:0.9614415322580645
epoch 226| train:152.51676911115646 | val:58.39668017625809 | top1:0.7083453343760583 | top5:0.9609375
epoch 227| train:151.55317854881287 | val:58.499113857746124 | top1:0.7057891709189261 | top5:0.9604094662973958
epoch 228| train:153.59233963489532 | val:58.56761848926544 | top1:0.7065692207505626 | top5:0.9627016129032258
epoch 229| train:153.23514020442963 | val:58.21585255861282 | top1:0.7078413021179938 | top5:0.9631936444390204
epoch 230| train:152.2304294705391 | val:58.32545351982117 | top1:0.7032810103508734 | top5:0.9616815476648269
epoch 231| train:152.02547365427017 | val:58.517868399620056 | top1:0.7070612522863573 | top5:0.9601694508906333
epoch 232| train:151.16387957334518 | val:58.64474314451218 | top1:0.7052731379385917 | top5:0.9599054340393313
epoch 233| train:152.2977060675621 | val:58.013293623924255 | top1:0.712413594607384 | top5:0.9596774193548387
epoch 234| train:151.74058908224106 | val:58.196236312389374 | top1:0.7106494817041582 | top5:0.962689612180956
epoch 235| train:152.01022976636887 | val:58.08121794462204 | top1:0.7068452383241346 | top5:0.9591733870967742
epoch 236| train:151.6071892976761 | val:58.333805322647095 | top1:0.7060531877702282 | top5:0.960661482426428
epoch 237| train:152.17247265577316 | val:58.54124802350998 | top1:0.7070372508418176 | top5:0.9591493856522345
epoch 238| train:151.7767512202263 | val:58.550391495227814 | top1:0.7095814135766798 | top5:0.9591493856522345
epoch 239| train:153.99071717262268 | val:57.986371755599976 | top1:0.7108654956663808 | top5:0.9639616935483871
epoch 240| train:152.008543074131 | val:58.230736434459686 | top1:0.7090773813186153 | top5:0.962689612180956
epoch 241| train:152.33615785837173 | val:57.87477123737335 | top1:0.7144177229173722 | top5:0.960661482426428
epoch 242| train:152.43161207437515 | val:57.93413162231445 | top1:0.7083573350983281 | top5:0.9604334677419355
epoch 243| train:151.67715471982956 | val:57.780875980854034 | top1:0.7133976576789733 | top5:0.9629416283099882
epoch 244| train:151.35452669858932 | val:58.126528203487396 | top1:0.7022369431872522 | top5:0.9611775154067624
epoch 245| train:152.31740081310272 | val:57.906187772750854 | top1:0.71186155946024 | top5:0.9601694508906333
epoch 246| train:151.5206659436226 | val:57.37212163209915 | top1:0.7151857720267388 | top5:0.9621975806451613
epoch 247| train:151.18130266666412 | val:58.49755525588989 | top1:0.6976886521424016 | top5:0.9596654186325688
epoch 248| train:152.315824508667 | val:57.793868362903595 | top1:0.7098214289834422 | top5:0.9621855799228914
epoch 249| train:152.5190219283104 | val:57.75042772293091 | top1:0.7123775924405744 | top5:0.9616935483870968
epoch 250| train:151.55563670396805 | val:57.7610097527504 | top1:0.7090893820408852 | top5:0.9624255953296539
epoch 251| train:151.18271964788437 | val:57.7870414853096 | top1:0.7100974465570142 | top5:0.9629536290322581
epoch 252| train:153.28748911619186 | val:57.93323236703873 | top1:0.7116575462202872 | top5:0.9647177419354839
epoch 253| train:150.38855063915253 | val:57.66254907846451 | top1:0.712137577033812 | top5:0.9624495967741935
epoch 254| train:151.48452842235565 | val:57.7275595664978 | top1:0.7095814135766798 | top5:0.9606734831486979
epoch 255| train:151.22790771722794 | val:57.59244155883789 | top1:0.7080813175247561 | top5:0.9611895161290323
epoch 256| train:150.27655643224716 | val:57.96219044923782 | top1:0.7090773813186153 | top5:0.9619335637938592
epoch 257| train:149.93374240398407 | val:57.8245484828949 | top1:0.7121135755892722 | top5:0.9624375960519237
epoch 258| train:152.04600846767426 | val:57.41143864393234 | top1:0.7116575462202872 | top5:0.9627016129032258
epoch 259| train:149.2075623869896 | val:57.80790579319 | top1:0.7106014788150787 | top5:0.9606734831486979
epoch 260| train:153.27135491371155 | val:57.773063004016876 | top1:0.7088253651895831 | top5:0.9611775154067624
epoch 261| train:152.43696248531342 | val:57.91659390926361 | top1:0.7083213329315186 | top5:0.9619335637938592
epoch 262| train:149.915347635746 | val:57.404285967350006 | top1:0.7131336408276712 | top5:0.9614415322580645
epoch 263| train:150.38203305006027 | val:57.40284842252731 | top1:0.71186155946024 | top5:0.9624375960519237
